# Session 5: Kp=0.50 Ki=0.00 Kd=0.04 Kp_vel=0.02 Ki_vel=0.005
# Inner=200Hz Outer=5Hz D_LPF=0.008
t_ms,dt_us,pitch,pitch_err,vel_offset,theta_dot,vel_L,vel_R,v_fwd,i_unsat,i_sat,z_theta,vel_int
t_ms,dt_us,pitch,pitch_err,vel_offset,theta_dot,vel_L,vel_R,v_fwd,i_unsat,i_sat,z_theta,vel_int
4490,5004,53.76,32.24,0.00,-2.561,-15.3,15.3,0.0,0.1789,0.1789,0.0313,0.0000
4540,5000,61.57,24.43,0.00,-3.099,-108.1,110.4,0.0,0.0892,0.0892,0.0555,0.0000
4590,4997,69.20,16.80,0.00,-1.520,-160.1,143.8,0.0,0.0858,0.0858,0.0726,0.0000
4639,5001,73.50,12.50,-3.00,-1.430,-163.5,125.0,144.3,0.0257,0.0257,0.0849,0.0000
4690,5003,76.88,9.12,-3.00,-0.619,-151.4,107.4,144.3,0.0286,0.0286,0.0915,0.0000
4740,5000,79.15,6.85,-3.00,-0.661,-84.0,63.4,144.3,0.0071,0.0071,0.0957,0.0000
4790,5000,79.61,6.39,-3.00,-0.520,-34.6,27.7,144.3,0.0088,0.0088,0.0986,0.0000
4840,5000,80.58,5.42,-0.28,-0.558,-18.3,8.5,13.4,0.0225,0.0225,0.1014,-2.6794
4890,5004,82.25,3.75,-0.28,-0.928,-9.2,2.5,13.4,-0.0068,-0.0068,0.1052,-2.6794
4940,5002,84.46,1.54,-0.28,-0.942,-7.3,3.7,13.4,-0.0267,-0.0267,0.1071,-2.6794
4989,5001,86.89,-0.89,-0.28,-0.859,6.0,-5.7,13.4,-0.0446,-0.0446,0.1071,-2.6794
5040,5000,87.34,-1.34,0.53,0.363,26.8,-25.4,-26.1,0.0075,0.0075,0.1057,2.5417
5090,5004,88.60,-2.60,0.53,-0.713,30.2,-26.8,-26.1,-0.0465,-0.0465,0.1048,2.5417
5140,5004,88.85,-2.85,0.53,0.956,22.4,-18.3,-26.1,0.0181,0.0181,0.1022,2.5417
5190,5004,88.56,-2.56,0.53,-0.564,21.5,-18.1,-26.1,-0.0402,-0.0402,0.1009,2.5417
5240,5004,88.31,-2.31,0.20,0.528,8.9,-8.9,-8.9,0.0027,0.0027,0.0988,4.3280
5290,5003,88.29,-2.29,0.20,-0.574,16.3,-16.0,-8.9,-0.0412,-0.0412,0.0974,4.3280
5339,5001,88.36,-2.36,0.20,0.658,10.3,-10.3,-8.9,0.0075,0.0075,0.0951,4.3280
5390,5001,87.78,-1.78,0.20,-0.368,15.3,-16.3,-8.9,-0.0285,-0.0285,0.0940,4.3280
5440,5001,87.76,-1.76,0.14,0.488,5.3,-5.7,-5.5,0.0054,0.0054,0.0923,5.4272
5490,5001,87.44,-1.44,0.14,-0.130,8.2,-9.2,-5.5,-0.0165,-0.0165,0.0913,5.4272
5540,5004,87.43,-1.43,0.14,0.358,0.7,-1.4,-5.5,0.0030,0.0030,0.0901,5.4272
5590,5001,85.82,0.18,0.14,0.989,0.2,-0.9,-5.5,0.0423,0.0423,0.0895,5.4272
5640,5003,84.41,1.59,-0.18,-0.137,-9.8,10.3,10.1,0.0067,0.0067,0.0908,3.4120
5690,5000,84.61,1.39,-0.18,0.407,-27.0,27.9,10.1,0.0269,0.0269,0.0917,3.4120
5740,5001,82.37,3.63,-0.18,-0.097,-17.9,16.5,10.1,0.0262,0.0262,0.0940,3.4120
5790,4998,84.39,1.61,-0.18,-0.481,-35.7,33.7,10.1,-0.0068,-0.0068,0.0960,3.4120
5840,5004,81.60,4.40,-0.35,0.558,-18.3,16.9,17.6,0.0576,0.0576,0.0983,-0.1146
5890,4998,84.40,1.60,-0.35,-1.504,-30.0,28.2,17.6,-0.0493,-0.0493,0.1009,-0.1146
5940,5005,82.92,3.08,-0.35,0.757,-15.8,15.6,17.6,0.0541,0.0541,0.1020,-0.1146
5990,4998,84.93,1.07,-0.35,-1.509,-11.7,12.4,17.6,-0.0542,-0.0542,0.1041,-0.1146
6040,5001,84.58,1.42,-0.15,0.713,-6.6,7.8,7.2,0.0395,0.0395,0.1042,-1.5573
6089,5001,86.20,-0.20,-0.15,-1.029,4.1,-0.7,7.2,-0.0442,-0.0442,0.1050,-1.5573
6140,5004,86.31,-0.31,-0.15,0.278,4.1,-3.0,7.2,0.0070,0.0070,0.1043,-1.5573
6190,5000,87.70,-1.70,-0.15,-0.948,12.8,-9.4,7.2,-0.0541,-0.0541,0.1037,-1.5573
6240,5004,88.30,-2.30,0.27,0.554,14.2,-11.9,-13.1,0.0045,0.0045,0.1013,1.0533
6290,5004,87.82,-1.82,0.27,-0.867,29.3,-25.4,-13.1,-0.0482,-0.0482,0.1003,1.0533
6340,5001,90.18,-4.18,0.27,0.288,13.5,-11.2,-13.1,-0.0227,-0.0227,0.0973,1.0533
6390,5001,87.52,-1.52,0.27,0.340,38.7,-36.2,-13.1,0.0027,0.0027,0.0953,1.0533
6440,5001,90.80,-4.80,0.33,-0.380,16.0,-14.4,-15.2,-0.0543,-0.0543,0.0925,4.0990
6490,5001,87.76,-1.76,0.33,0.958,34.6,-34.8,-15.2,0.0258,0.0258,0.0898,4.0990
6540,5004,90.33,-4.33,0.33,-0.935,19.7,-19.5,-15.2,-0.0724,-0.0724,0.0877,4.0990
6590,5001,88.42,-2.42,0.33,1.141,26.6,-26.6,-15.2,0.0274,0.0274,0.0847,4.0990
6640,5004,89.95,-3.95,0.52,-1.162,23.4,-23.8,-23.6,-0.0765,-0.0765,0.0829,8.8164
6690,5003,89.19,-3.19,0.52,1.119,20.6,-19.7,-23.6,0.0214,0.0214,0.0797,8.8164
6740,5003,88.96,-2.96,0.52,-0.779,26.3,-26.3,-23.6,-0.0525,-0.0525,0.0782,8.8164
6790,5003,89.02,-3.02,0.52,0.988,11.2,-11.9,-23.6,0.0176,0.0176,0.0754,8.8164
6840,5004,87.86,-1.86,0.46,-0.379,19.2,-20.8,-20.0,-0.0273,-0.0273,0.0744,12.8239
6890,4998,88.28,-2.28,0.46,0.629,1.6,-3.0,-20.0,0.0093,0.0093,0.0726,12.8239
6940,5000,86.63,-0.63,0.46,0.177,7.3,-8.7,-20.0,0.0057,0.0057,0.0721,12.8239
6990,5000,85.91,0.09,0.46,0.409,-1.1,1.1,-20.0,0.0212,0.0212,0.0722,12.8239
7040,5001,84.61,1.39,0.03,0.160,-1.4,1.6,1.5,0.0188,0.0188,0.0733,12.5262
7090,5001,85.09,0.91,0.03,-0.018,-10.5,11.0,1.5,0.0075,0.0075,0.0743,12.5262
7140,5007,83.47,2.53,0.03,0.517,-4.8,5.3,1.5,0.0430,0.0430,0.0759,12.5262
7190,4998,84.20,1.80,0.03,-0.390,-14.9,15.1,1.5,0.0004,0.0004,0.0780,12.5262
7240,5005,83.50,2.50,-0.37,0.785,-21.1,19.9,20.5,0.0500,0.0500,0.0795,8.4271
7290,5001,82.85,3.15,-0.37,-0.311,-23.1,21.8,20.5,0.0118,0.0118,0.0820,8.4271
7340,5005,83.55,2.45,-0.37,0.266,-39.6,38.7,20.5,0.0288,0.0288,0.0839,8.4271
7390,5003,82.09,3.91,-0.37,-0.126,-35.5,33.2,20.5,0.0259,0.0259,0.0866,8.4271
7440,5003,83.39,2.61,-0.96,-0.272,-49.0,46.5,47.7,0.0035,0.0035,0.0890,-1.1221
7490,5007,81.64,4.36,-0.96,0.379,-39.4,36.4,47.7,0.0448,0.0448,0.0911,-1.1221
7540,5005,82.62,3.38,-0.96,-0.675,-44.7,41.4,47.7,-0.0059,-0.0059,0.0938,-1.1221
7590,5001,82.58,3.42,-0.96,0.697,-42.6,40.1,47.7,0.0494,0.0494,0.0955,-1.1221
7640,5004,80.58,5.42,-0.61,-0.643,-30.5,27.3,28.9,0.0162,0.0162,0.0990,-6.8930
7690,5000,83.85,2.15,-0.61,-0.902,-32.7,50.2,28.9,-0.0226,-0.0226,0.1017,-6.8930
7740,5001,81.84,4.16,-0.61,-0.192,7.1,16.5,28.9,0.0233,0.0233,0.1041,-6.8930
7790,5001,86.18,-0.18,-0.61,-0.892,1.6,14.9,28.9,-0.0426,-0.0426,0.1051,-6.8930
7840,5007,85.31,0.69,0.21,0.199,16.7,-6.6,-11.7,0.0158,0.0158,0.1049,-4.5571
7890,5000,87.92,-1.92,0.21,-0.651,9.4,-4.8,-11.7,-0.0410,-0.0410,0.1044,-4.5571
7940,5001,87.92,-1.92,0.21,0.353,14.7,-11.9,-11.7,-0.0008,-0.0008,0.1027,-4.5571
7990,5000,88.82,-2.82,0.21,-0.632,21.3,-12.6,-11.7,-0.0481,-0.0481,0.1011,-4.5571
8040,5004,89.27,-3.27,0.30,0.512,22.2,-8.7,-15.5,-0.0054,-0.0054,0.0982,-1.4657
8090,5003,88.37,-2.37,0.30,-0.222,35.3,-19.2,-15.5,-0.0270,-0.0270,0.0963,-1.4657
8140,5003,90.13,-4.13,0.30,-0.005,23.1,-6.6,-15.5,-0.0336,-0.0336,0.0935,-1.4657
8190,5007,88.37,-2.37,0.30,0.355,38.5,-23.4,-15.5,-0.0038,-0.0038,0.0909,-1.4657
8240,5004,90.28,-4.28,0.47,-0.761,31.6,-13.7,-22.7,-0.0637,-0.0637,0.0885,3.0685
8290,5004,89.76,-3.76,0.47,0.451,40.5,-22.9,-22.7,-0.0107,-0.0107,0.0851,3.0685
8340,5004,90.08,-4.08,0.47,-0.565,50.6,-34.3,-22.7,-0.0541,-0.0541,0.0824,3.0685
8390,5004,90.96,-4.96,0.47,0.164,49.5,-34.8,-22.7,-0.0326,-0.0326,0.0786,3.0685
8440,5003,90.06,-4.06,1.21,0.118,62.1,-51.5,-56.8,-0.0202,-0.0202,0.0752,14.4269
8490,5003,91.22,-5.22,1.21,-0.564,56.1,-47.6,-56.8,-0.0576,-0.0576,0.0722,14.4269
8540,5007,92.34,-6.34,1.21,-0.126,61.1,-54.0,-56.8,-0.0498,-0.0498,0.0680,14.4269
8590,5001,92.09,-6.09,1.21,0.268,76.0,-69.8,-56.8,-0.0319,-0.0319,0.0637,14.4269
8640,5004,91.89,-5.89,1.69,0.490,77.9,-76.0,-76.9,-0.0171,-0.0171,0.0596,29.8157
8690,5004,91.19,-5.19,1.69,0.538,70.8,-74.0,-76.9,-0.0090,-0.0090,0.0562,29.8157
8740,5004,91.34,-5.34,1.69,0.192,55.4,-60.9,-76.9,-0.0242,-0.0242,0.0532,29.8157
8790,5003,90.22,-4.22,1.69,0.474,46.3,-51.5,-76.9,-0.0031,-0.0031,0.0505,29.8157
8840,5003,90.63,-4.63,0.89,-0.183,32.1,-38.2,-35.2,-0.0400,-0.0400,0.0481,36.8460
8890,5007,89.47,-3.47,0.89,0.554,28.2,-34.1,-35.2,-0.0004,-0.0004,0.0452,36.8460
8940,5004,89.23,-3.23,0.89,-0.287,27.3,-32.1,-35.2,-0.0319,-0.0319,0.0433,36.8460
8990,5001,89.30,-3.30,0.89,0.638,18.8,-19.0,-35.2,0.0045,0.0045,0.0409,36.8460
9040,5004,88.28,-2.28,0.61,-0.168,21.5,-19.0,-20.3,-0.0213,-0.0213,0.0397,40.8993
9089,4823,87.99,-1.99,0.61,0.448,3.0,-2.7,-20.3,0.0059,0.0059,0.0382,40.8993
9140,5001,86.48,-0.48,0.61,0.372,2.5,-2.5,-20.3,0.0160,0.0160,0.0378,40.8993
9190,5001,85.10,0.90,0.61,0.134,-0.9,1.4,-20.3,0.0185,0.0185,0.0386,40.8993
9240,5007,85.19,0.81,0.06,-0.167,-6.4,7.8,7.1,0.0009,0.0009,0.0399,39.4795
9290,5001,84.29,1.71,0.06,0.412,-3.2,3.9,7.1,0.0319,0.0319,0.0410,39.4795
9340,5004,83.83,2.17,0.06,-0.052,-6.2,4.4,7.1,0.0174,0.0174,0.0429,39.4795
9390,5001,84.19,1.81,0.06,0.102,-18.8,16.5,7.1,0.0204,0.0204,0.0446,39.4795
9440,5004,83.30,2.70,-0.20,0.083,-21.1,16.9,19.0,0.0251,0.0251,0.0466,35.6782
9490,5003,83.84,2.16,-0.20,-0.135,-31.6,26.8,19.0,0.0117,0.0117,0.0486,35.6782
9540,5003,82.98,3.02,-0.20,0.195,-32.1,26.1,19.0,0.0324,0.0324,0.0506,35.6782
9590,5007,83.33,2.67,-0.20,-0.361,-38.2,30.9,19.0,0.0071,0.0071,0.0531,35.6782
9640,5004,83.26,2.74,-0.60,0.260,-40.3,34.1,37.2,0.0290,0.0290,0.0551,28.2357
9690,5001,82.49,3.51,-0.60,-0.128,-37.6,29.8,37.2,0.0202,0.0202,0.0575,28.2357
9740,5000,83.14,2.86,-0.60,-0.093,-46.0,39.8,37.2,0.0160,0.0160,0.0596,28.2357
9790,5000,82.22,3.78,-0.60,0.101,-41.0,34.1,37.2,0.0318,0.0318,0.0620,28.2357
9840,5000,83.07,2.93,-0.77,-0.345,-46.5,39.8,43.2,0.0051,0.0051,0.0645,19.6025
9890,5001,82.38,3.62,-0.77,0.296,-42.8,35.7,43.2,0.0367,0.0367,0.0665,19.6025
9940,5007,82.63,3.37,-0.77,-0.370,-41.7,34.3,43.2,0.0079,0.0079,0.0691,19.6025
9990,5004,83.12,2.88,-0.77,0.127,-44.0,36.4,43.2,0.0235,0.0235,0.0710,19.6025
10040,5001,82.44,3.56,-0.58,-0.088,-37.3,27.5,32.4,0.0225,0.0225,0.0733,13.1217
10090,4999,83.50,2.50,-0.58,-0.215,-44.2,33.4,32.4,0.0082,0.0082,0.0754,13.1217
10140,5004,82.59,3.41,-0.58,0.241,-37.8,25.6,32.4,0.0343,0.0343,0.0774,13.1217
10190,5003,83.46,2.54,-0.58,-0.481,-40.8,29.1,32.4,-0.0022,-0.0022,0.0796,13.1217
10240,5003,82.90,3.10,-0.60,0.501,-37.6,25.6,31.6,0.0419,0.0419,0.0813,6.8013
10290,5007,83.17,2.83,-0.60,-0.687,-33.0,22.0,31.6,-0.0080,-0.0080,0.0838,6.8013
10340,5004,83.91,2.09,-0.60,0.559,-37.1,27.7,31.6,0.0354,0.0354,0.0849,6.8013
10390,5001,82.43,3.57,-0.60,-0.569,-18.8,11.4,31.6,0.0032,0.0032,0.0875,6.8013
10440,5004,84.95,1.05,-0.64,0.154,-34.1,30.5,32.3,0.0097,0.0097,0.0885,0.3435
